lead_id,inquiry_date,channel,property_type
L00675,2025-03-08,중개플랫폼,투룸
L00676,2025-03-15,직영,투룸
L00677,2025-03-23,직영,원룸
L00678,2025-03-26,중개사,원룸
L00679,2025-03-02,중개플랫폼,원룸
L00680,2025-03-28,직영,원룸
L00681,2025-03-15,중개플랫폼,상가
L00682,2025-03-23,직영,원룸
L00683,2025-03-07,중개플랫폼,투룸
L00684,2025-03-22,중개사,투룸
L00685,2025-03-27,중개플랫폼,투룸
L00686,2025-03-01,중개사,원룸
L00687,2025-03-14,중개플랫폼,상가
L00688,2025-03-02,중개플랫폼,원룸
L00689,2025-03-12,중개플랫폼,투룸
L00690,2025-03-27,중개플랫폼,상가
L00691,2025-03-07,,원룸
L00692,2025-03-21,중개플랫폼,투룸
L00693,2025-03-23,,원룸
L00694,2025-03-07,직영,투룸
L00695,2025-03-04,중개사,투룸
L00696,2025-03-18,중개플랫폼,원룸
L00697,2025-03-02,중개플랫폼,상가
L00698,2025-03-18,중개사,원룸
L00699,2025-03-28,중개플랫폼,상가
L00700,2025-03-17,직영,상가
L00701,2025-03-24,중개플랫폼,원룸
L00702,2025-03-10,중개플랫폼,원룸
L00703,2025-03-11,직영,원룸
L00704,2025-03-02,중개플랫폼,투룸
L00705,2025-03-21,중개사,투룸
L00706,2025-03-17,직영,투룸
L00707,2025-03-13,중개사,원룸
L00708,2025-03-15,중개플랫폼,원룸
L00709,2025-03-02,중개사,원룸
L00710,2025-03-05,중개플랫폼,원룸
L00711,2025-03-23,중개플랫폼,투룸
L00712,2025-03-24,직영,원룸
L00713,2025-03-25,중개플랫폼,원룸
L00714,2025-03-22,중개사,상가
L00715,2025-03-04,중개사,원룸
L00716,2025-03-09,,투룸
L00717,2025-03-13,중개사,원룸
L00718,2025-03-18,중개사,투룸
L00719,2025-03-16,중개플랫폼,원룸
L00720,2025-03-20,중개플랫폼,원룸
L00721,2025-03-28,중개플랫폼,투룸
L00722,2025-03-07,중개플랫폼,투룸
L00723,2025-03-13,,원룸
L00724,2025-03-16,중개플랫폼,투룸
L00725,2025-03-21,중개플랫폼,투룸
L00726,2025-03-26,중개사,투룸
L00727,2025-03-04,중개플랫폼,원룸
L00728,2025-03-03,직영,원룸
L00729,2025-03-16,직영,원룸
L00730,2025-03-14,중개플랫폼,원룸
L00731,2025-03-05,중개플랫폼,원룸
L00732,2025-03-03,중개사,투룸
L00733,2025-03-20,중개사,원룸
L00734,2025-03-01,직영,원룸
L00735,2025-03-12,중개플랫폼,투룸
L00736,2025-03-18,중개플랫폼,투룸
L00737,2025-03-05,직영,투룸
L00738,2025-03-07,중개사,투룸
L00739,2025-03-11,중개플랫폼,원룸
L00740,2025-03-28,중개플랫폼,원룸
L00741,2025-04-22,직영,투룸
L00742,2025-04-28,중개사,상가
L00743,2025-04-12,중개플랫폼,투룸
L00744,2025-04-27,중개사,원룸
L00745,2025-04-27,직영,상가
L00746,2025-04-13,직영,투룸
L00747,2025-04-27,중개플랫폼,투룸
L00748,2025-04-08,중개사,투룸
L00749,2025-04-17,중개플랫폼,투룸
L00750,2025-04-18,중개플랫폼,원룸
L00751,2025-04-15,중개플랫폼,상가
L00752,2025-04-04,중개플랫폼,원룸
L00753,2025-04-03,중개사,원룸
L00754,2025-04-22,중개플랫폼,원룸
L00755,2025-04-08,중개플랫폼,원룸
L00756,2025-04-19,중개플랫폼,투룸
L00757,2025-04-23,중개사,원룸
L00758,2025-04-01,중개사,원룸
L00759,2025-04-19,중개플랫폼,투룸
L00760,2025-04-13,직영,원룸
L00761,2025-04-16,직영,투룸
L00762,2025-04-06,중개플랫폼,원룸
L00763,2025-04-23,중개사,투룸
L00764,2025-04-19,직영,원룸
L00765,2025-04-16,중개플랫폼,원룸
L00766,2025-04-09,중개플랫폼,원룸
L00767,2025-04-03,중개사,원룸
L00768,2025-04-10,중개플랫폼,투룸
L00769,2025-04-07,중개사,투룸
L00770,2025-04-18,중개사,원룸
L00771,2025-04-25,중개사,원룸
L00772,2025-04-14,중개플랫폼,원룸
L00773,2025-04-17,중개플랫폼,원룸
L00774,2025-04-13,,상가
L00775,2025-04-13,직영,원룸
L00776,2025-04-06,직영,상가
L00777,2025-04-15,중개사,상가
L00778,2025-04-01,직영,상가
L00779,2025-04-06,중개플랫폼,투룸
L00780,2025-04-16,중개사,투룸
L00781,2025-04-14,중개사,원룸
L00782,2025-04-12,중개사,원룸
L00783,2025-04-20,중개사,원룸
L00784,2025-04-21,중개플랫폼,원룸
L00785,2025-04-26,중개사,원룸
L00786,2025-04-28,중개플랫폼,원룸
L00787,2025-04-21,직영,투룸
L00788,2025-04-13,중개플랫폼,상가
L00789,2025-04-19,직영,원룸
L00790,2025-04-11,중개사,상가
L00791,2025-04-04,중개사,상가
L00792,2025-04-08,중개플랫폼,원룸
L00793,2025-04-19,중개플랫폼,원룸
L00794,2025-04-19,중개플랫폼,투룸
L00795,2025-04-04,중개플랫폼,투룸
L00796,2025-04-08,중개플랫폼,투룸
L00797,2025-04-01,직영,투룸
L00798,2025-04-13,,상가
L00799,2025-04-20,중개플랫폼,원룸
L00800,2025-04-14,중개사,원룸
L00801,2025-04-16,중개플랫폼,원룸
L00802,2025-04-09,중개플랫폼,투룸
L00803,2025-04-08,중개플랫폼,투룸
L00804,2025-04-08,중개플랫폼,투룸
L00805,2025-04-22,중개플랫폼,원룸
L00806,2025-04-04,,원룸
L00807,2025-04-22,중개플랫폼,투룸
L00808,2025-04-23,중개사,원룸
L00809,2025-04-18,중개플랫폼,원룸
L00810,2025-05-15,중개사,상가
L00811,2025-05-10,중개사,투룸
L00812,2025-05-01,중개플랫폼,투룸
L00813,2025-05-15,직영,상가
L00814,2025-05-18,중개플랫폼,원룸
L00815,2025-05-27,중개플랫폼,원룸
L00816,2025-05-16,직영,원룸
L00817,2025-05-03,중개사,원룸
L00818,2025-05-13,중개플랫폼,상가
L00819,2025-05-09,중개플랫폼,원룸
L00820,2025-05-14,직영,원룸
L00821,2025-05-23,중개플랫폼,원룸
L00822,2025-05-15,직영,투룸
L00823,2025-05-28,중개플랫폼,투룸
L00824,2025-05-28,직영,원룸
L00825,2025-05-04,직영,원룸
L00826,2025-05-08,중개플랫폼,상가
L00827,2025-05-07,중개플랫폼,원룸
L00828,2025-05-06,중개플랫폼,원룸
L00829,2025-05-21,중개플랫폼,투룸
L00830,2025-05-20,중개플랫폼,원룸
L00831,2025-05-12,중개사,원룸
L00832,2025-05-10,중개플랫폼,상가
L00833,2025-05-02,중개플랫폼,상가
L00834,2025-05-17,중개플랫폼,원룸
L00835,2025-05-16,중개플랫폼,원룸
L00836,2025-05-14,중개사,원룸
L00837,2025-05-09,직영,투룸
L00838,2025-05-23,중개사,투룸
L00839,2025-05-20,중개플랫폼,원룸
L00840,2025-05-28,중개플랫폼,투룸
L00841,2025-05-22,중개사,원룸
L00842,2025-05-05,직영,원룸
L00843,2025-05-08,중개플랫폼,원룸
L00844,2025-05-02,중개플랫폼,원룸
L00845,2025-05-10,,원룸
L00846,2025-05-08,중개플랫폼,원룸
L00847,2025-05-10,중개플랫폼,원룸
L00848,2025-05-10,중개플랫폼,투룸
L00849,2025-05-17,직영,투룸
L00850,2025-05-28,중개플랫폼,원룸
L00851,2025-05-01,,투룸
L00852,2025-05-22,직영,원룸
L00853,2025-05-04,중개사,원룸
L00854,2025-05-22,직영,원룸
L00855,2025-05-26,중개사,원룸
L00856,2025-05-28,중개사,원룸
L00857,2025-05-19,중개사,투룸
L00858,2025-05-22,직영,원룸
L00859,2025-05-22,중개플랫폼,원룸
L00860,2025-05-08,,원룸
L00861,2025-05-28,중개플랫폼,상가
L00862,2025-05-11,중개플랫폼,상가
L00863,2025-05-26,중개플랫폼,투룸
L00864,2025-05-12,중개플랫폼,원룸
L00865,2025-05-11,중개플랫폼,원룸
L00866,2025-05-15,중개사,원룸
L00867,2025-05-14,중개플랫폼,상가
L00868,2025-06-24,직영,투룸
L00869,2025-06-05,중개플랫폼,원룸
L00870,2025-06-04,중개사,투룸
L00871,2025-06-09,직영,원룸
L00872,2025-06-08,중개사,투룸
L00873,2025-06-08,중개사,투룸
L00874,2025-06-02,중개플랫폼,투룸
L00875,2025-06-09,중개사,원룸
L00876,2025-06-08,직영,상가
L00877,2025-06-08,중개플랫폼,투룸
L00878,2025-06-06,중개사,원룸
L00879,2025-06-14,,상가
L00880,2025-06-05,중개플랫폼,상가
L00881,2025-06-08,직영,원룸
L00882,2025-06-14,중개플랫폼,상가
L00883,2025-06-19,중개플랫폼,원룸
L00884,2025-06-27,중개플랫폼,원룸
L00885,2025-06-09,직영,원룸
L00886,2025-06-06,중개사,원룸
L00887,2025-06-17,중개사,원룸
L00888,2025-06-02,중개사,원룸
L00889,2025-06-23,중개사,상가
L00890,2025-06-27,중개플랫폼,원룸
L00891,2025-06-27,중개플랫폼,원룸
L00892,2025-06-11,중개플랫폼,원룸
L00893,2025-06-16,중개플랫폼,원룸
L00894,2025-06-08,중개플랫폼,투룸
L00895,2025-06-10,중개플랫폼,투룸
L00896,2025-06-11,중개사,원룸
L00897,2025-06-09,직영,투룸
L00898,2025-06-17,직영,투룸
L00899,2025-06-10,중개플랫폼,투룸
L00900,2025-06-02,직영,원룸
L00901,2025-06-01,중개사,원룸
L00902,2025-06-03,중개사,투룸
L00903,2025-06-03,직영,투룸
L00904,2025-06-21,중개사,투룸
L00905,2025-06-17,직영,원룸
L00906,2025-06-24,중개사,원룸
L00907,2025-06-05,중개사,원룸
L00908,2025-06-25,중개플랫폼,원룸
L00909,2025-06-20,중개플랫폼,원룸
L00910,2025-06-20,직영,투룸
L00911,2025-06-03,중개플랫폼,상가
L00912,2025-06-06,중개사,투룸
L00913,2025-06-07,중개플랫폼,원룸
L00914,2025-06-09,,원룸
L00915,2025-06-26,중개사,상가
L00916,2025-06-01,중개사,원룸
L00917,2025-06-07,중개플랫폼,원룸
L00918,2025-06-14,중개플랫폼,원룸
L00919,2025-06-09,,상가
L00920,2025-06-17,중개플랫폼,원룸
L00921,2025-06-01,중개플랫폼,원룸
L00922,2025-06-06,중개플랫폼,투룸
L00923,2025-06-24,직영,원룸
L00924,2025-06-14,중개플랫폼,원룸
L00925,2025-06-21,중개플랫폼,상가
L00926,2025-06-03,중개플랫폼,원룸
L00927,2025-06-04,중개플랫폼,투룸
L00928,2025-06-17,중개플랫폼,투룸
L00929,2025-06-09,중개플랫폼,투룸
L00930,2025-06-04,직영,원룸
L00931,2025-06-16,중개플랫폼,원룸
L00932,2025-06-16,중개플랫폼,투룸
L00933,2025-06-27,중개사,원룸
L00934,2025-06-09,직영,투룸
L00935,2025-06-03,,원룸
L00936,2025-06-03,직영,원룸
L00937,2025-06-14,중개플랫폼,투룸
L00938,2025-07-16,중개플랫폼,상가
L00939,2025-07-12,중개사,원룸
L00940,2025-07-05,중개플랫폼,상가
L00941,2025-07-04,중개사,원룸
L00942,2025-07-19,중개플랫폼,원룸
L00943,2025-07-10,중개플랫폼,원룸
L00944,2025-07-15,중개플랫폼,원룸
L00945,2025-07-25,중개플랫폼,상가
L00946,2025-07-11,중개사,원룸
L00947,2025-07-13,중개사,원룸
L00948,2025-07-20,중개플랫폼,원룸
L00949,2025-07-04,중개사,상가
L00950,2025-07-02,,투룸
L00951,2025-07-03,중개사,투룸
L00952,2025-07-03,중개플랫폼,원룸
L00953,2025-07-09,직영,원룸
L00954,2025-07-17,중개플랫폼,원룸
L00955,2025-07-11,중개사,투룸
L00956,2025-07-16,중개사,상가
L00957,2025-07-11,중개플랫폼,투룸
L00958,2025-07-23,중개플랫폼,원룸
L00959,2025-07-15,중개사,상가
L00960,2025-07-27,,투룸
L00961,2025-07-26,중개플랫폼,원룸
L00962,2025-07-14,중개플랫폼,원룸
L00963,2025-07-24,중개플랫폼,원룸
L00964,2025-07-27,중개사,원룸
L00965,2025-07-05,중개사,원룸
L00966,2025-07-26,중개사,투룸
L00967,2025-07-08,중개사,투룸
L00968,2025-07-22,중개사,원룸
L00969,2025-07-26,직영,투룸
L00970,2025-07-20,중개사,원룸
L00971,2025-07-19,직영,원룸
L00972,2025-07-22,중개플랫폼,투룸
L00973,2025-07-10,중개사,원룸
L00974,2025-07-14,중개플랫폼,투룸
L00975,2025-07-22,,투룸
L00976,2025-07-17,중개사,투룸
L00977,2025-07-23,중개플랫폼,투룸
L00978,2025-07-18,중개플랫폼,원룸
L00979,2025-07-24,직영,투룸
L00980,2025-07-15,중개플랫폼,투룸
L00981,2025-07-06,중개사,투룸
L00982,2025-07-07,중개사,투룸
L00983,2025-07-09,중개플랫폼,상가
L00984,2025-07-10,중개사,투룸
L00985,2025-07-08,중개플랫폼,원룸
L00986,2025-07-11,중개플랫폼,원룸
L00987,2025-07-26,중개플랫폼,원룸
L00988,2025-07-27,중개플랫폼,원룸
L00989,2025-07-02,중개플랫폼,투룸
L00990,2025-07-23,중개사,원룸
L00991,2025-07-26,직영,원룸
L00992,2025-07-18,중개플랫폼,상가
L00993,2025-07-27,중개플랫폼,투룸
L00994,2025-07-25,중개플랫폼,투룸
L00995,2025-07-19,중개플랫폼,투룸
L00996,2025-07-14,직영,투룸
L00997,2025-07-21,중개플랫폼,상가
L00998,2025-07-08,직영,투룸
L00999,2025-07-22,중개플랫폼,원룸
L01000,2025-07-18,중개플랫폼,원룸
L01001,2025-07-20,중개사,원룸
L01002,2025-07-07,중개플랫폼,투룸
L01003,2025-07-28,중개플랫폼,투룸
L01004,2025-07-07,중개플랫폼,투룸
L01005,2025-07-09,중개플랫폼,상가
L01006,2025-07-26,직영,투룸
L01007,2025-07-08,중개사,투룸
L01008,2025-07-18,중개사,원룸
L01009,2025-07-01,중개사,투룸
L01010,2025-07-27,중개플랫폼,원룸
L01011,2025-07-23,중개플랫폼,원룸
L01012,2025-07-15,중개플랫폼,원룸
L01013,2025-07-04,중개플랫폼,상가
L01014,2025-07-15,중개플랫폼,원룸
L01015,2025-07-27,,원룸
L01016,2025-07-09,중개사,상가
L01017,2025-07-10,중개사,원룸
L01018,2025-07-08,중개플랫폼,원룸
L01019,2025-07-25,중개사,투룸
L01020,2025-07-01,중개사,투룸
L01021,2025-07-19,중개플랫폼,원룸
L01022,2025-07-17,중개플랫폼,투룸
L01023,2025-07-03,중개플랫폼,투룸
L01024,2025-07-28,중개사,투룸
L01025,2025-07-11,중개사,투룸
L01026,2025-07-16,직영,원룸
L01027,2025-07-04,중개플랫폼,투룸
L01028,2025-07-26,중개플랫폼,원룸
L01029,2025-07-10,중개플랫폼,원룸
L01030,2025-07-01,중개플랫폼,원룸
L01031,2025-07-03,중개사,상가
L01032,2025-07-12,,원룸
L01033,2025-07-23,직영,원룸
L01034,2025-07-09,중개플랫폼,상가
L01035,2025-07-16,중개플랫폼,투룸
L01036,2025-08-27,중개사,원룸
L01037,2025-08-03,중개사,원룸
L01038,2025-08-05,중개사,원룸
L01039,2025-08-09,중개사,원룸
L01040,2025-08-25,중개사,원룸
L01041,2025-08-04,중개플랫폼,상가
L01042,2025-08-14,중개사,상가
L01043,2025-08-10,직영,원룸
L01044,2025-08-25,직영,투룸
L01045,2025-08-05,중개사,원룸
L01046,2025-08-12,중개플랫폼,원룸
L01047,2025-08-28,중개플랫폼,상가
L01048,2025-08-03,중개사,투룸
L01049,2025-08-06,중개플랫폼,원룸
L01050,2025-08-13,중개사,원룸
L01051,2025-08-20,중개사,투룸
L01052,2025-08-21,직영,원룸
L01053,2025-08-24,중개사,투룸
L01054,2025-08-25,중개사,투룸
L01055,2025-08-02,중개플랫폼,투룸
L01056,2025-08-28,중개사,원룸
L01057,2025-08-26,중개플랫폼,투룸
L01058,2025-08-26,중개플랫폼,원룸
L01059,2025-08-09,중개플랫폼,원룸
L01060,2025-08-24,중개플랫폼,원룸
L01061,2025-08-16,직영,원룸
L01062,2025-08-23,중개사,원룸
L01063,2025-08-09,중개플랫폼,원룸
L01064,2025-08-18,중개플랫폼,투룸
L01065,2025-08-07,중개플랫폼,투룸
L01066,2025-08-15,중개사,원룸
L01067,2025-08-19,직영,원룸
L01068,2025-08-23,,원룸
L01069,2025-08-22,중개플랫폼,투룸
L01070,2025-08-21,중개플랫폼,투룸
L01071,2025-08-05,중개플랫폼,상가
L01072,2025-08-27,직영,상가
L01073,2025-08-06,중개사,원룸
L01074,2025-08-05,중개플랫폼,상가
L01075,2025-08-24,중개플랫폼,원룸
L01076,2025-08-20,중개사,투룸
L01077,2025-08-01,직영,원룸
L01078,2025-08-14,중개플랫폼,투룸
L01079,2025-08-23,중개플랫폼,원룸
L01080,2025-08-28,중개플랫폼,상가
L01081,2025-08-27,중개플랫폼,상가
L01082,2025-08-07,중개플랫폼,투룸
L01083,2025-08-15,중개사,원룸
L01084,2025-08-15,중개플랫폼,원룸
L01085,2025-08-08,중개사,원룸
L01086,2025-08-21,중개플랫폼,상가
L01087,2025-08-26,중개플랫폼,투룸
L01088,2025-08-01,중개플랫폼,원룸
L01089,2025-08-17,중개플랫폼,투룸
L01090,2025-08-13,중개사,투룸
L01091,2025-08-28,중개사,원룸
L01092,2025-08-03,중개사,원룸
L01093,2025-08-14,중개플랫폼,원룸
L01094,2025-08-22,중개플랫폼,원룸
L01095,2025-08-27,중개사,투룸
L01096,2025-08-07,중개플랫폼,상가
L01097,2025-08-12,직영,투룸
L01098,2025-08-23,중개사,투룸
L01099,2025-08-13,직영,원룸
L01100,2025-08-19,중개플랫폼,원룸
L01101,2025-08-17,중개플랫폼,투룸
L01102,2025-08-27,중개사,상가
L01103,2025-08-08,중개사,상가
L01104,2025-08-05,중개플랫폼,투룸
L01105,2025-08-17,,투룸
L01106,2025-08-10,중개플랫폼,원룸
L01107,2025-08-14,중개플랫폼,투룸
L01108,2025-08-04,중개플랫폼,원룸
L01109,2025-08-22,중개사,투룸
L01110,2025-08-20,직영,원룸
L01111,2025-08-16,중개플랫폼,투룸
L01112,2025-08-24,직영,투룸
L01113,2025-08-03,중개사,원룸
L01114,2025-08-17,중개사,투룸
L01115,2025-08-10,중개플랫폼,원룸
L01116,2025-08-28,중개사,원룸
L01117,2025-08-08,중개플랫폼,투룸
L01118,2025-08-07,중개플랫폼,원룸
L01119,2025-08-01,직영,투룸
L01120,2025-09-02,중개플랫폼,투룸
L01121,2025-09-15,중개사,원룸
L01122,2025-09-08,직영,원룸
L01123,2025-09-19,중개플랫폼,상가
L01124,2025-09-20,직영,투룸
L01125,2025-09-02,중개플랫폼,투룸
L01126,2025-09-14,중개사,원룸
L01127,2025-09-25,중개플랫폼,투룸
L01128,2025-09-13,중개사,투룸
L01129,2025-09-27,중개플랫폼,원룸
L01130,2025-09-19,중개플랫폼,투룸
L01131,2025-09-11,중개플랫폼,원룸
L01132,2025-09-13,중개플랫폼,투룸
L01133,2025-09-25,중개플랫폼,투룸
L01134,2025-09-07,중개플랫폼,원룸
L01135,2025-09-08,중개사,원룸
L01136,2025-09-13,중개사,상가
L01137,2025-09-13,중개플랫폼,투룸
L01138,2025-09-19,중개플랫폼,원룸
L01139,2025-09-20,중개플랫폼,원룸
L01140,2025-09-15,중개플랫폼,원룸
L01141,2025-09-24,중개사,상가
L01142,2025-09-12,중개플랫폼,투룸
L01143,2025-09-25,중개플랫폼,원룸
L01144,2025-09-13,중개플랫폼,원룸
L01145,2025-09-04,중개플랫폼,투룸
L01146,2025-09-08,중개플랫폼,원룸
L01147,2025-09-06,중개플랫폼,원룸
L01148,2025-09-03,중개플랫폼,원룸
L01149,2025-09-12,직영,원룸
L01150,2025-09-01,중개플랫폼,원룸
L01151,2025-09-25,중개사,투룸
L01152,2025-09-28,직영,원룸
L01153,2025-09-11,중개플랫폼,투룸
L01154,2025-09-28,중개플랫폼,원룸
L01155,2025-09-13,중개플랫폼,상가
L01156,2025-09-27,중개플랫폼,투룸
L01157,2025-09-09,중개플랫폼,상가
L01158,2025-09-28,중개사,투룸
L01159,2025-09-25,중개플랫폼,투룸
L01160,2025-09-05,중개플랫폼,원룸
L01161,2025-09-24,직영,원룸
L01162,2025-09-07,중개사,상가
L01163,2025-09-16,중개플랫폼,투룸
L01164,2025-09-01,중개플랫폼,투룸
L01165,2025-09-08,중개사,원룸
L01166,2025-09-20,중개사,투룸
L01167,2025-09-17,중개사,상가
L01168,2025-09-06,중개사,원룸
L01169,2025-09-21,중개플랫폼,원룸
L01170,2025-09-10,중개플랫폼,상가
L01171,2025-09-24,중개사,원룸
L01172,2025-09-07,중개플랫폼,원룸
L01173,2025-09-04,중개사,상가
L01174,2025-09-10,직영,원룸
L01175,2025-09-03,중개플랫폼,상가
L01176,2025-09-22,중개플랫폼,원룸
L01177,2025-09-20,중개플랫폼,원룸
L01178,2025-09-05,직영,투룸
L01179,2025-09-19,중개플랫폼,투룸
L01180,2025-09-28,중개플랫폼,투룸
L01181,2025-09-10,중개플랫폼,투룸
L01182,2025-09-09,중개플랫폼,원룸
L01183,2025-09-06,중개플랫폼,상가
L01184,2025-09-19,중개플랫폼,투룸
L01185,2025-09-06,,투룸
L01186,2025-09-19,,투룸
L01187,2025-09-24,,투룸
L01188,2025-09-08,중개플랫폼,원룸
L01189,2025-09-14,중개플랫폼,원룸
L01190,2025-09-02,중개사,투룸
L01191,2025-09-26,중개플랫폼,투룸
L01192,2025-09-24,중개사,원룸
L01193,2025-09-24,중개플랫폼,상가
L01194,2025-09-19,중개플랫폼,투룸
L01195,2025-09-18,중개플랫폼,투룸
L01196,2025-09-17,중개플랫폼,투룸
L01197,2025-09-19,중개플랫폼,원룸
L01198,2025-09-17,중개사,원룸
L01199,2025-10-14,중개사,원룸
L01200,2025-10-22,중개사,상가
L01201,2025-10-07,중개플랫폼,원룸
L01202,2025-10-03,중개플랫폼,투룸
L01203,2025-10-17,중개사,원룸
L01204,2025-10-14,중개플랫폼,원룸
L01205,2025-10-24,중개사,원룸
L01206,2025-10-25,중개사,원룸
L01207,2025-10-11,,상가
L01208,2025-10-08,중개사,투룸
L01209,2025-10-26,중개플랫폼,투룸
L01210,2025-10-01,중개플랫폼,상가
L01211,2025-10-19,중개플랫폼,투룸
L01212,2025-10-22,직영,원룸
L01213,2025-10-09,직영,원룸
L01214,2025-10-18,직영,원룸
L01215,2025-10-24,중개사,투룸
L01216,2025-10-19,중개플랫폼,투룸
L01217,2025-10-06,중개플랫폼,원룸
L01218,2025-10-05,중개사,원룸
L01219,2025-10-04,직영,원룸
L01220,2025-10-07,중개플랫폼,원룸
L01221,2025-10-19,중개사,원룸
L01222,2025-10-06,중개플랫폼,상가
L01223,2025-10-02,중개사,상가
L01224,2025-10-23,직영,원룸
L01225,2025-10-01,중개사,원룸
L01226,2025-10-18,중개플랫폼,원룸
L01227,2025-10-07,중개사,투룸
L01228,2025-10-19,중개플랫폼,원룸
L01229,2025-10-14,중개플랫폼,상가
L01230,2025-10-13,직영,상가
L01231,2025-10-05,직영,원룸
L01232,2025-10-24,중개플랫폼,원룸
L01233,2025-10-09,중개플랫폼,원룸
L01234,2025-10-11,직영,원룸
L01235,2025-10-02,중개사,투룸
L01236,2025-10-27,중개사,원룸
L01237,2025-10-20,중개플랫폼,상가
L01238,2025-10-19,중개플랫폼,원룸
L01239,2025-10-11,중개사,원룸
L01240,2025-10-20,중개사,원룸
L01241,2025-10-22,중개플랫폼,원룸
L01242,2025-10-19,중개플랫폼,원룸
L01243,2025-10-23,중개플랫폼,원룸
L01244,2025-10-10,중개플랫폼,투룸
L01245,2025-10-08,중개사,상가
L01246,2025-10-04,,상가
L01247,2025-10-16,중개플랫폼,투룸
L01248,2025-10-03,중개사,투룸
L01249,2025-10-16,중개사,원룸
L01250,2025-10-02,중개플랫폼,원룸
L01251,2025-10-14,중개플랫폼,투룸
L01252,2025-10-28,중개사,투룸
L01253,2025-10-02,직영,원룸
L01254,2025-10-20,중개플랫폼,투룸
L01255,2025-10-09,중개플랫폼,원룸
L01256,2025-10-10,중개플랫폼,원룸
L01257,2025-10-24,직영,원룸
L01258,2025-10-02,직영,상가
L01259,2025-10-27,중개사,투룸
L01260,2025-10-04,중개사,원룸
L01261,2025-10-02,중개플랫폼,투룸
L01262,2025-10-06,,투룸
L01263,2025-10-05,직영,투룸
L01264,2025-10-20,중개플랫폼,상가
L01265,2025-10-21,중개플랫폼,투룸
L01266,2025-10-11,직영,원룸
L01267,2025-10-23,중개플랫폼,원룸
L01268,2025-10-14,중개플랫폼,투룸
L01269,2025-10-05,중개플랫폼,원룸
L01270,2025-10-25,중개플랫폼,원룸
L01271,2025-10-07,중개사,투룸
L01272,2025-11-16,중개사,원룸
L01273,2025-11-16,직영,투룸
L01274,2025-11-05,직영,상가
L01275,2025-11-21,직영,원룸
L01276,2025-11-19,중개플랫폼,원룸
L01277,2025-11-06,중개플랫폼,원룸
L01278,2025-11-04,중개사,투룸
L01279,2025-11-28,중개플랫폼,투룸
L01280,2025-11-17,중개플랫폼,원룸
L01281,2025-11-23,중개플랫폼,원룸
L01282,2025-11-08,중개사,투룸
L01283,2025-11-09,중개플랫폼,투룸
L01284,2025-11-20,,원룸
L01285,2025-11-09,중개플랫폼,원룸
L01286,2025-11-19,중개플랫폼,투룸
L01287,2025-11-11,중개플랫폼,원룸
L01288,2025-11-03,직영,원룸
L01289,2025-11-07,중개플랫폼,상가
L01290,2025-11-10,중개사,상가
L01291,2025-11-23,중개플랫폼,투룸
L01292,2025-11-09,,투룸
L01293,2025-11-18,중개플랫폼,상가
L01294,2025-11-25,중개사,원룸
L01295,2025-11-27,중개플랫폼,투룸
L01296,2025-11-14,중개플랫폼,원룸
L01297,2025-11-08,중개플랫폼,원룸
L01298,2025-11-16,중개사,원룸
L01299,2025-11-01,중개플랫폼,원룸
L01300,2025-11-14,중개플랫폼,투룸
L01301,2025-11-10,중개플랫폼,상가
L01302,2025-11-27,중개사,투룸
L01303,2025-11-20,,투룸
L01304,2025-11-20,중개플랫폼,투룸
L01305,2025-11-04,중개플랫폼,투룸
L01306,2025-11-10,중개플랫폼,원룸
L01307,2025-11-03,,투룸
L01308,2025-11-03,중개사,원룸
L01309,2025-11-02,중개플랫폼,원룸
L01310,2025-11-03,중개사,투룸
L01311,2025-11-16,중개플랫폼,상가
L01312,2025-11-14,중개사,원룸
L01313,2025-11-25,중개플랫폼,상가
L01314,2025-11-14,중개플랫폼,원룸
L01315,2025-11-25,중개사,원룸
L01316,2025-11-28,중개플랫폼,원룸
L01317,2025-11-14,중개플랫폼,상가
L01318,2025-11-17,직영,투룸
L01319,2025-11-23,중개플랫폼,원룸
L01320,2025-11-18,중개사,원룸
L01321,2025-11-03,중개플랫폼,원룸
L01322,2025-11-03,중개플랫폼,투룸
L01323,2025-11-04,중개사,투룸
L01324,2025-11-23,중개플랫폼,투룸
L01325,2025-11-25,중개플랫폼,상가
L01326,2025-11-15,중개플랫폼,원룸
L01327,2025-11-03,중개플랫폼,원룸
L01328,2025-11-07,중개플랫폼,상가
L01329,2025-11-23,중개플랫폼,원룸
L01330,2025-11-09,중개사,원룸
L01331,2025-11-06,중개플랫폼,투룸
L01332,2025-11-03,중개사,투룸
L01333,2025-11-25,중개플랫폼,원룸
L01334,2025-11-22,중개플랫폼,원룸
L01335,2025-11-01,중개플랫폼,원룸
L01336,2025-11-10,중개사,원룸
L01337,2025-11-16,중개사,원룸
L01338,2025-11-19,중개플랫폼,투룸
L01339,2025-11-25,중개플랫폼,원룸
L01340,2025-11-17,중개사,투룸
L01341,2025-11-12,중개플랫폼,상가
L01342,2025-11-04,중개플랫폼,상가
L01343,2025-11-01,중개플랫폼,원룸
L01344,2025-11-05,중개플랫폼,상가
L01345,2025-11-15,직영,원룸
L01346,2025-11-13,직영,상가
L01347,2025-11-19,중개플랫폼,투룸
L01348,2025-11-16,중개플랫폼,상가
L01349,2025-12-04,중개플랫폼,투룸
L01350,2025-12-08,직영,원룸
