payment_id,contract_id,payment_month,paid,amount
P000703,K00065,2025-10,True,650000.0
P000704,K00065,2025-11,True,650000.0
P000705,K00066,2025-03,True,1200000.0
P000706,K00066,2025-04,True,1200000.0
P000707,K00066,2025-05,True,1200000.0
P000708,K00066,2025-06,True,1200000.0
P000709,K00066,2025-07,True,1200000.0
P000710,K00066,2025-08,True,1200000.0
P000711,K00066,2025-09,True,1200000.0
P000712,K00066,2025-10,True,1200000.0
P000713,K00066,2025-11,True,1200000.0
P000714,K00066,2025-12,True,1200000.0
P000715,K00066,2026-01,True,1200000.0
P000716,K00067,2025-03,True,650000.0
P000717,K00067,2025-04,True,650000.0
P000718,K00067,2025-05,True,650000.0
P000719,K00067,2025-06,True,650000.0
P000720,K00067,2025-07,True,650000.0
P000721,K00067,2025-08,True,650000.0
P000722,K00068,2025-03,True,650000.0
P000723,K00068,2025-04,True,650000.0
P000724,K00068,2025-05,True,650000.0
P000725,K00068,2025-06,True,650000.0
P000726,K00068,2025-07,True,650000.0
P000727,K00068,2025-08,True,650000.0
P000728,K00068,2025-09,True,650000.0
P000729,K00068,2025-10,True,650000.0
P000730,K00068,2025-11,True,650000.0
P000731,K00068,2025-12,True,650000.0
P000732,K00069,2025-04,True,550000.0
P000733,K00069,2025-05,True,550000.0
P000734,K00069,2025-06,True,550000.0
P000735,K00069,2025-07,True,550000.0
P000736,K00070,2025-04,True,650000.0
P000737,K00070,2025-05,True,650000.0
P000738,K00070,2025-06,True,650000.0
P000739,K00070,2025-07,True,650000.0
P000740,K00070,2025-08,True,650000.0
P000741,K00070,2025-09,True,650000.0
P000742,K00070,2025-10,True,650000.0
P000743,K00070,2025-11,True,650000.0
P000744,K00071,2025-03,False,
P000745,K00071,2025-04,True,450000.0
P000746,K00071,2025-05,True,450000.0
P000747,K00071,2025-06,True,450000.0
P000748,K00071,2025-07,True,450000.0
P000749,K00071,2025-08,True,450000.0
P000750,K00072,2025-04,True,800000.0
P000751,K00072,2025-05,True,800000.0
P000752,K00072,2025-06,True,800000.0
P000753,K00073,2025-05,True,550000.0
P000754,K00073,2025-06,True,550000.0
P000755,K00073,2025-07,True,550000.0
P000756,K00073,2025-08,True,550000.0
P000757,K00073,2025-09,True,550000.0
P000758,K00073,2025-10,True,550000.0
P000759,K00073,2025-11,False,
P000760,K00073,2025-12,False,
P000761,K00074,2025-05,True,1200000.0
P000762,K00074,2025-06,True,1200000.0
P000763,K00074,2025-07,True,1200000.0
P000764,K00074,2025-08,True,1200000.0
P000765,K00074,2025-09,True,1200000.0
P000766,K00074,2025-10,True,1200000.0
P000767,K00075,2025-04,True,800000.0
P000768,K00075,2025-05,False,
P000769,K00075,2025-06,True,800000.0
P000770,K00075,2025-07,True,800000.0
P000771,K00075,2025-08,True,800000.0
P000772,K00075,2025-09,True,800000.0
P000773,K00075,2025-10,True,800000.0
P000774,K00075,2025-11,True,800000.0
P000775,K00075,2025-12,True,800000.0
P000776,K00075,2026-01,True,800000.0
P000777,K00075,2026-02,True,800000.0
P000778,K00076,2025-04,True,450000.0
P000779,K00076,2025-05,True,450000.0
P000780,K00076,2025-06,True,450000.0
P000781,K00077,2025-05,True,1200000.0
P000782,K00077,2025-06,True,1200000.0
P000783,K00077,2025-07,True,1200000.0
P000784,K00077,2025-08,False,
P000785,K00077,2025-09,True,1200000.0
P000786,K00077,2025-10,True,1200000.0
P000787,K00077,2025-11,False,
P000788,K00078,2025-05,True,1200000.0
P000789,K00078,2025-06,True,1200000.0
P000790,K00078,2025-07,True,1200000.0
P000791,K00078,2025-08,True,1200000.0
P000792,K00078,2025-09,True,1200000.0
P000793,K00078,2025-10,False,
P000794,K00078,2025-11,True,1200000.0
P000795,K00078,2025-12,True,1200000.0
P000796,K00078,2026-01,True,1200000.0
P000797,K00078,2026-02,True,1200000.0
P000798,K00078,2026-03,False,
P000799,K00079,2025-06,False,
P000800,K00079,2025-07,True,650000.0
P000801,K00079,2025-08,True,650000.0
P000802,K00079,2025-09,True,650000.0
P000803,K00079,2025-10,True,650000.0
P000804,K00080,2025-05,True,650000.0
P000805,K00080,2025-06,True,650000.0
P000806,K00080,2025-07,True,650000.0
P000807,K00081,2025-05,False,
P000808,K00081,2025-06,True,1200000.0
P000809,K00081,2025-07,True,1200000.0
P000810,K00081,2025-08,True,1200000.0
P000811,K00081,2025-09,True,1200000.0
P000812,K00081,2025-10,True,1200000.0
P000813,K00082,2025-06,True,650000.0
P000814,K00082,2025-07,True,650000.0
P000815,K00082,2025-08,True,650000.0
P000816,K00082,2025-09,True,650000.0
P000817,K00083,2025-05,True,450000.0
P000818,K00083,2025-06,True,450000.0
P000819,K00083,2025-07,True,450000.0
P000820,K00083,2025-08,True,450000.0
P000821,K00083,2025-09,True,450000.0
P000822,K00083,2025-10,True,450000.0
P000823,K00083,2025-11,True,450000.0
P000824,K00083,2025-12,True,450000.0
P000825,K00083,2026-01,True,450000.0
P000826,K00084,2025-06,True,450000.0
P000827,K00084,2025-07,True,450000.0
P000828,K00084,2025-08,True,450000.0
P000829,K00084,2025-09,True,450000.0
P000830,K00084,2025-10,True,450000.0
P000831,K00084,2025-11,True,450000.0
P000832,K00084,2025-12,True,450000.0
P000833,K00084,2026-01,True,450000.0
P000834,K00085,2025-06,True,650000.0
P000835,K00085,2025-07,True,650000.0
P000836,K00085,2025-08,True,650000.0
P000837,K00086,2025-07,True,550000.0
P000838,K00086,2025-08,True,550000.0
P000839,K00086,2025-09,True,550000.0
P000840,K00086,2025-10,True,550000.0
P000841,K00087,2025-07,True,450000.0
P000842,K00087,2025-08,True,450000.0
P000843,K00087,2025-09,True,450000.0
P000844,K00087,2025-10,True,450000.0
P000845,K00087,2025-11,True,450000.0
P000846,K00087,2025-12,True,450000.0
P000847,K00087,2026-01,True,450000.0
P000848,K00087,2026-02,True,450000.0
P000849,K00087,2026-03,True,450000.0
P000850,K00087,2026-04,True,450000.0
P000851,K00088,2025-07,True,450000.0
P000852,K00088,2025-08,True,450000.0
P000853,K00088,2025-09,True,450000.0
P000854,K00088,2025-10,True,450000.0
P000855,K00088,2025-11,True,450000.0
P000856,K00088,2025-12,True,450000.0
P000857,K00088,2026-01,True,450000.0
P000858,K00089,2025-06,False,
P000859,K00089,2025-07,True,450000.0
P000860,K00089,2025-08,True,450000.0
P000861,K00090,2025-07,True,550000.0
P000862,K00090,2025-08,True,550000.0
P000863,K00090,2025-09,True,550000.0
P000864,K00090,2025-10,True,550000.0
P000865,K00091,2025-07,True,550000.0
P000866,K00091,2025-08,True,550000.0
P000867,K00091,2025-09,True,550000.0
P000868,K00091,2025-10,True,550000.0
P000869,K00091,2025-11,True,550000.0
P000870,K00091,2025-12,True,550000.0
P000871,K00091,2026-01,True,550000.0
P000872,K00092,2025-08,True,1200000.0
P000873,K00092,2025-09,True,1200000.0
P000874,K00092,2025-10,True,1200000.0
P000875,K00092,2025-11,True,1200000.0
P000876,K00092,2025-12,True,1200000.0
P000877,K00092,2026-01,True,1200000.0
P000878,K00092,2026-02,True,1200000.0
P000879,K00092,2026-03,True,1200000.0
P000880,K00093,2025-08,True,450000.0
P000881,K00093,2025-09,True,450000.0
P000882,K00093,2025-10,True,450000.0
P000883,K00093,2025-11,True,450000.0
P000884,K00093,2025-12,True,450000.0
P000885,K00093,2026-01,True,450000.0
P000886,K00093,2026-02,True,450000.0
P000887,K00093,2026-03,True,450000.0
P000888,K00093,2026-04,True,450000.0
P000889,K00093,2026-05,True,450000.0
P000890,K00093,2026-06,True,450000.0
P000891,K00094,2025-08,True,800000.0
P000892,K00094,2025-09,True,800000.0
P000893,K00094,2025-10,True,800000.0
P000894,K00094,2025-11,True,800000.0
P000895,K00094,2025-12,True,800000.0
P000896,K00094,2026-01,True,800000.0
P000897,K00094,2026-02,True,800000.0
P000898,K00094,2026-03,True,800000.0
P000899,K00094,2026-04,True,800000.0
P000900,K00095,2025-07,True,550000.0
P000901,K00095,2025-08,True,550000.0
P000902,K00096,2025-07,True,550000.0
P000903,K00096,2025-08,True,550000.0
P000904,K00096,2025-09,True,550000.0
P000905,K00096,2025-10,True,550000.0
P000906,K00096,2025-11,True,550000.0
P000907,K00096,2025-12,True,550000.0
P000908,K00096,2026-01,True,550000.0
P000909,K00096,2026-02,True,550000.0
P000910,K00096,2026-03,True,550000.0
P000911,K00096,2026-04,False,
P000912,K00096,2026-05,True,550000.0
P000913,K00097,2025-08,True,550000.0
P000914,K00097,2025-09,True,550000.0
P000915,K00098,2025-08,True,550000.0
P000916,K00098,2025-09,True,550000.0
P000917,K00098,2025-10,True,550000.0
P000918,K00098,2025-11,True,550000.0
P000919,K00099,2025-08,True,800000.0
P000920,K00099,2025-09,True,800000.0
P000921,K00099,2025-10,True,800000.0
P000922,K00099,2025-11,True,800000.0
P000923,K00099,2025-12,True,800000.0
P000924,K00099,2026-01,True,800000.0
P000925,K00099,2026-02,True,800000.0
P000926,K00100,2025-08,True,550000.0
P000927,K00100,2025-09,True,550000.0
P000928,K00100,2025-10,True,550000.0
P000929,K00100,2025-11,True,550000.0
P000930,K00100,2025-12,True,550000.0
P000931,K00100,2026-01,True,550000.0
P000932,K00100,2026-02,True,550000.0
P000933,K00101,2025-07,True,650000.0
P000934,K00101,2025-08,True,650000.0
P000935,K00101,2025-09,True,650000.0
P000936,K00101,2025-10,True,650000.0
P000937,K00101,2025-11,True,650000.0
P000938,K00101,2025-12,True,650000.0
P000939,K00101,2026-01,True,650000.0
P000940,K00101,2026-02,True,650000.0
P000941,K00101,2026-03,True,650000.0
P000942,K00101,2026-04,True,650000.0
P000943,K00101,2026-05,True,650000.0
P000944,K00102,2025-07,True,650000.0
P000945,K00102,2025-08,True,650000.0
P000946,K00102,2025-09,True,650000.0
P000947,K00102,2025-10,True,650000.0
P000948,K00103,2025-08,True,650000.0
P000949,K00103,2025-09,True,650000.0
P000950,K00103,2025-10,True,650000.0
P000951,K00103,2025-11,True,650000.0
P000952,K00103,2025-12,True,650000.0
P000953,K00103,2026-01,True,650000.0
P000954,K00103,2026-02,True,650000.0
P000955,K00103,2026-03,True,650000.0
P000956,K00103,2026-04,True,650000.0
P000957,K00104,2025-08,False,
P000958,K00105,2025-09,True,550000.0
P000959,K00105,2025-10,True,550000.0
P000960,K00105,2025-11,True,550000.0
P000961,K00105,2025-12,True,550000.0
P000962,K00105,2026-01,True,550000.0
P000963,K00106,2025-08,True,650000.0
P000964,K00106,2025-09,True,650000.0
P000965,K00106,2025-10,True,650000.0
P000966,K00106,2025-11,False,
P000967,K00106,2025-12,True,650000.0
P000968,K00106,2026-01,True,650000.0
P000969,K00106,2026-02,True,650000.0
P000970,K00106,2026-03,True,650000.0
P000971,K00106,2026-04,True,650000.0
P000972,K00107,2025-09,True,450000.0
P000973,K00107,2025-10,True,450000.0
P000974,K00107,2025-11,True,450000.0
P000975,K00107,2025-12,True,450000.0
P000976,K00107,2026-01,True,450000.0
P000977,K00107,2026-02,True,450000.0
P000978,K00107,2026-03,True,450000.0
P000979,K00108,2025-08,True,450000.0
P000980,K00108,2025-09,True,450000.0
P000981,K00108,2025-10,True,450000.0
P000982,K00108,2025-11,True,450000.0
P000983,K00108,2025-12,True,450000.0
P000984,K00108,2026-01,True,450000.0
P000985,K00108,2026-02,True,450000.0
P000986,K00108,2026-03,True,450000.0
P000987,K00108,2026-04,True,450000.0
P000988,K00109,2025-08,True,450000.0
P000989,K00109,2025-09,True,450000.0
P000990,K00109,2025-10,True,450000.0
P000991,K00109,2025-11,True,450000.0
P000992,K00109,2025-12,True,450000.0
P000993,K00109,2026-01,True,450000.0
P000994,K00109,2026-02,True,450000.0
P000995,K00109,2026-03,True,450000.0
P000996,K00110,2025-08,False,
P000997,K00110,2025-09,True,650000.0
P000998,K00110,2025-10,True,650000.0
P000999,K00110,2025-11,True,650000.0
P001000,K00110,2025-12,True,650000.0
P001001,K00110,2026-01,True,650000.0
P001002,K00110,2026-02,True,650000.0
P001003,K00110,2026-03,True,650000.0
P001004,K00110,2026-04,True,650000.0
P001005,K00110,2026-05,True,650000.0
P001006,K00111,2025-08,True,1200000.0
P001007,K00111,2025-09,True,1200000.0
P001008,K00111,2025-10,True,1200000.0
P001009,K00111,2025-11,True,1200000.0
P001010,K00111,2025-12,True,1200000.0
P001011,K00112,2025-09,True,550000.0
P001012,K00113,2025-10,True,450000.0
P001013,K00113,2025-11,True,450000.0
P001014,K00113,2025-12,True,450000.0
P001015,K00113,2026-01,True,450000.0
P001016,K00113,2026-02,True,450000.0
P001017,K00113,2026-03,True,450000.0
P001018,K00113,2026-04,True,450000.0
P001019,K00113,2026-05,True,450000.0
P001020,K00114,2025-10,True,650000.0
P001021,K00114,2025-11,True,650000.0
P001022,K00114,2025-12,False,
P001023,K00114,2026-01,True,650000.0
P001024,K00114,2026-02,True,650000.0
P001025,K00114,2026-03,True,650000.0
P001026,K00114,2026-04,True,650000.0
P001027,K00114,2026-05,True,650000.0
P001028,K00115,2025-09,True,650000.0
P001029,K00115,2025-10,True,650000.0
P001030,K00115,2025-11,True,650000.0
P001031,K00116,2025-10,True,550000.0
P001032,K00116,2025-11,True,550000.0
P001033,K00116,2025-12,True,550000.0
P001034,K00116,2026-01,True,550000.0
P001035,K00116,2026-02,True,550000.0
P001036,K00116,2026-03,True,550000.0
P001037,K00117,2025-09,True,1200000.0
P001038,K00117,2025-10,True,1200000.0
P001039,K00117,2025-11,True,1200000.0
P001040,K00117,2025-12,True,1200000.0
P001041,K00117,2026-01,True,1200000.0
P001042,K00117,2026-02,True,1200000.0
P001043,K00118,2025-09,True,650000.0
P001044,K00118,2025-10,True,650000.0
P001045,K00118,2025-11,True,650000.0
P001046,K00118,2025-12,True,650000.0
P001047,K00118,2026-01,False,
P001048,K00119,2025-09,True,450000.0
P001049,K00119,2025-10,True,450000.0
P001050,K00119,2025-11,True,450000.0
P001051,K00119,2025-12,True,450000.0
P001052,K00119,2026-01,False,
P001053,K00119,2026-02,True,450000.0
P001054,K00119,2026-03,True,450000.0
P001055,K00120,2025-10,False,
P001056,K00120,2025-11,True,800000.0
P001057,K00120,2025-12,True,800000.0
P001058,K00120,2026-01,True,800000.0
P001059,K00120,2026-02,True,800000.0
P001060,K00120,2026-03,True,800000.0
P001061,K00120,2026-04,True,800000.0
P001062,K00120,2026-05,True,800000.0
P001063,K00120,2026-06,True,800000.0
P001064,K00120,2026-07,True,800000.0
P001065,K00121,2025-09,True,650000.0
P001066,K00121,2025-10,True,650000.0
P001067,K00121,2025-11,True,650000.0
P001068,K00121,2025-12,True,650000.0
P001069,K00121,2026-01,True,650000.0
P001070,K00121,2026-02,True,650000.0
P001071,K00121,2026-03,True,650000.0
P001072,K00121,2026-04,True,650000.0
P001073,K00121,2026-05,True,650000.0
P001074,K00122,2025-11,True,800000.0
P001075,K00122,2025-12,True,800000.0
P001076,K00123,2025-11,True,1200000.0
P001077,K00123,2025-12,True,1200000.0
P001078,K00123,2026-01,True,1200000.0
P001079,K00123,2026-02,True,1200000.0
P001080,K00124,2025-10,True,450000.0
P001081,K00124,2025-11,True,450000.0
P001082,K00124,2025-12,True,450000.0
P001083,K00124,2026-01,True,450000.0
P001084,K00125,2025-12,True,450000.0
P001085,K00125,2026-01,True,450000.0
P001086,K00125,2026-02,True,450000.0
P001087,K00125,2026-03,True,450000.0
P001088,K00125,2026-04,True,450000.0
P001089,K00125,2026-05,True,450000.0
P001090,K00126,2025-12,True,1200000.0
P001091,K00126,2026-01,True,1200000.0
P001092,K00127,2025-11,True,550000.0
P001093,K00127,2025-12,False,
P001094,K00127,2026-01,False,
P001095,K00127,2026-02,True,550000.0
P001096,K00128,2025-12,True,550000.0
P001097,K00128,2026-01,True,550000.0
P001098,K00128,2026-02,True,550000.0
P001099,K00128,2026-03,True,550000.0
P001100,K00128,2026-04,True,550000.0
P001101,K00129,2025-12,True,800000.0
P001102,K00129,2026-01,True,800000.0
P001103,K00129,2026-02,True,800000.0
P001104,K00129,2026-03,False,
P001105,K00129,2026-04,True,800000.0
P001106,K00129,2026-05,True,800000.0
P001107,K00129,2026-06,True,800000.0
P001108,K00129,2026-07,True,800000.0
P001109,K00129,2026-08,True,800000.0
P001110,K00130,2025-11,True,550000.0
P001111,K00130,2025-12,True,550000.0
P001112,K00130,2026-01,True,550000.0
P001113,K00130,2026-02,False,
P001114,K00130,2026-03,True,550000.0
P001115,K00130,2026-04,True,550000.0
P001116,K00130,2026-05,True,550000.0
P001117,K00131,2025-12,True,800000.0
P001118,K00132,2025-12,True,450000.0
P001119,K00132,2026-01,True,450000.0
P001120,K00132,2026-02,True,450000.0
P001121,K00132,2026-03,False,
P001122,K00132,2026-04,True,450000.0
P001123,K00132,2026-05,True,450000.0
P001124,K00132,2026-06,True,450000.0
P001125,K00132,2026-07,True,450000.0
P001126,K00133,2025-12,True,550000.0
P001127,K00133,2026-01,True,550000.0
P001128,K00134,2025-12,True,650000.0
P001129,K00134,2026-01,True,650000.0
P001130,K00134,2026-02,True,650000.0
P001131,K00134,2026-03,True,650000.0
P001132,K00134,2026-04,True,650000.0
P001133,K00134,2026-05,True,650000.0
P001134,K00134,2026-06,True,650000.0
P001135,K00134,2026-07,True,650000.0
P001136,K00134,2026-08,True,650000.0
P001137,K00134,2026-09,False,
P001138,K00134,2026-10,True,650000.0
P001139,K00135,2025-12,True,450000.0
P001140,K00136,2025-12,True,800000.0
P001141,K00136,2026-01,True,800000.0
P001142,K00136,2026-02,True,800000.0
P001143,K00136,2026-03,True,800000.0
P001144,K00137,2025-12,True,450000.0
P001145,K00137,2026-01,True,450000.0
P001146,K00137,2026-02,True,450000.0
P001147,K00137,2026-03,True,450000.0
P001148,K00137,2026-04,True,450000.0
P001149,K00137,2026-05,True,450000.0
P001150,K00137,2026-06,False,
P001151,K00137,2026-07,True,450000.0
P001152,K00137,2026-08,True,450000.0
P001153,K00138,2025-12,True,450000.0
P001154,K00138,2026-01,True,450000.0
P001155,K00138,2026-02,True,450000.0
P001156,K00138,2026-03,True,450000.0
P001157,K00138,2026-04,True,450000.0
P001158,K00138,2026-05,True,450000.0
P001159,K00139,2025-10,True,450000.0
P001160,K00139,2025-11,True,450000.0
P001161,K00139,2025-12,True,450000.0
P001162,K00139,2026-01,True,450000.0
P001163,K00139,2026-02,True,450000.0
P001164,K00139,2026-03,False,
P001165,K00139,2026-04,True,450000.0
P001166,K00139,2026-05,True,450000.0
P001167,K00139,2026-06,True,450000.0
P001168,K00139,2026-07,True,450000.0
P001169,K00139,2026-08,True,450000.0
